track_no	source_row_id	source_work	source_composer	source_recording	source_performers	platform	playlist_name	playlist_visibility	query_attempt	platform_query	source_search_keywords	selected_title	selected_creator_or_artist	selected_album_or_source	selected_duration	selected_url	selected_isrc_or_platform_id	match_status	fallback_used	substitution_reason	expected_order	final_order	order_status	reviewed_by	review_date	notes
099	classical_atlas_099	Piano Concerto No. 3: I. Andante - Allegro	Sergei Prokofiev	Prokofiev: Piano Concerto No. 3	Martha Argerich, Claudio Abbado	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Prokofiev Piano Concerto 3 Argerich Abbado	Prokofiev Piano Concerto 3 Argerich Abbado							needs_human_review	no		099	099	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
100	classical_atlas_100	Symphony No. 5: IV. Allegro non troppo	Dmitri Shostakovich	Shostakovich: Symphony No. 5	Yevgeny Mravinsky, Leningrad Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Shostakovich Symphony 5 Mravinsky Leningrad	Shostakovich Symphony 5 Mravinsky Leningrad							needs_human_review	no		100	100	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
101	classical_atlas_101	Jazz Suite No. 2: Waltz II	Dmitri Shostakovich	Shostakovich: Jazz Suites	Riccardo Chailly, Royal Concertgebouw Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Shostakovich Waltz 2 Chailly Concertgebouw	Shostakovich Waltz 2 Chailly Concertgebouw							needs_human_review	no		101	101	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
102	classical_atlas_102	Symphony Mathis der Maler: Engelkonzert	Paul Hindemith	Hindemith: Mathis der Maler	Herbert Blomstedt, San Francisco Symphony	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Hindemith Mathis der Maler Blomstedt San Francisco	Hindemith Mathis der Maler Blomstedt San Francisco							needs_human_review	no		102	102	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
103	classical_atlas_103	Concert champêtre: I. Allegro molto	Francis Poulenc	Poulenc: Concert champêtre	Aimée van de Wiele, Georges Prêtre	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Poulenc Concert champetre Aimee van de Wiele	Poulenc Concert champetre Aimee van de Wiele							needs_human_review	no		103	103	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
104	classical_atlas_104	La création du monde	Darius Milhaud	Milhaud: La création du monde	Leonard Bernstein, Orchestre National de France	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Milhaud Creation du monde Bernstein	Milhaud Creation du monde Bernstein							needs_human_review	no		104	104	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
105	classical_atlas_105	Rhapsody in Blue	George Gershwin	Gershwin: Rhapsody in Blue	Leonard Bernstein, Columbia Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Gershwin Rhapsody in Blue Bernstein Columbia	Gershwin Rhapsody in Blue Bernstein Columbia							needs_human_review	no		105	105	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
106	classical_atlas_106	An American in Paris	George Gershwin	Gershwin: An American in Paris	André Previn, London Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Gershwin American in Paris Previn LSO	Gershwin American in Paris Previn LSO							needs_human_review	no		106	106	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
107	classical_atlas_107	Appalachian Spring: Simple Gifts	Aaron Copland	Copland: Appalachian Spring	Leonard Bernstein, New York Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Copland Appalachian Spring Simple Gifts Bernstein	Copland Appalachian Spring Simple Gifts Bernstein							needs_human_review	no		107	107	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
108	classical_atlas_108	Billy the Kid: Open Prairie	Aaron Copland	Copland: Billy the Kid	Leonard Bernstein, New York Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Copland Billy the Kid Open Prairie Bernstein	Copland Billy the Kid Open Prairie Bernstein							needs_human_review	no		108	108	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
109	classical_atlas_109	Die Dreigroschenoper: Mack the Knife	Kurt Weill	Weill: Threepenny Opera	Ute Lemper	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Kurt Weill Mack the Knife Ute Lemper	Kurt Weill Mack the Knife Ute Lemper							needs_human_review	no		109	109	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
110	classical_atlas_110	Symphony No. 1: III. Juba Dance	Florence Price	Price: Symphonies	John Jeter, Fort Smith Symphony	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Florence Price Symphony 1 Juba John Jeter	Florence Price Symphony 1 Juba John Jeter							needs_human_review	no		110	110	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
111	classical_atlas_111	Symphony No. 1 "Afro-American": I. Moderato assai	William Grant Still	Still: Afro-American Symphony	Neeme Järvi, Detroit Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	William Grant Still Afro-American Symphony Jarvi Detroit	William Grant Still Afro-American Symphony Jarvi Detroit							needs_human_review	no		111	111	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
112	classical_atlas_112	Kings Row: Main Title	Erich Wolfgang Korngold	Korngold: The Sea Hawk and Other Film Scores	Charles Gerhardt, National Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Korngold Kings Row Main Title Charles Gerhardt	Korngold Kings Row Main Title Charles Gerhardt							needs_human_review	no		112	112	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
113	classical_atlas_113	Adagio for Strings, Op. 11	Samuel Barber	Barber: Adagio for Strings	Leonard Bernstein, New York Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Barber Adagio for Strings Bernstein New York Philharmonic	Barber Adagio for Strings Bernstein New York Philharmonic							needs_human_review	no		113	113	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
114	classical_atlas_114	Simple Symphony: Playful Pizzicato	Benjamin Britten	Britten: Simple Symphony	English Chamber Orchestra, Benjamin Britten	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Britten Simple Symphony Playful Pizzicato	Britten Simple Symphony Playful Pizzicato							needs_human_review	no		114	114	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
115	classical_atlas_115	Carmina Burana: O Fortuna	Carl Orff	Orff: Carmina Burana	Eugen Jochum, Chor und Orchester der Deutschen Oper Berlin	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Orff Carmina Burana O Fortuna Jochum	Orff Carmina Burana O Fortuna Jochum							needs_human_review	no		115	115	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
116	classical_atlas_116	Sensemayá	Silvestre Revueltas	Revueltas: Sensemayá	Esa-Pekka Salonen, Los Angeles Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Revueltas Sensemaya Salonen Los Angeles	Revueltas Sensemaya Salonen Los Angeles							needs_human_review	no		116	116	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
117	classical_atlas_117	Turangalîla-Symphonie: V. Joie du sang des étoiles	Olivier Messiaen	Messiaen: Turangalîla-Symphonie	Esa-Pekka Salonen, Philharmonia Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Messiaen Turangalila Salonen Philharmonia	Messiaen Turangalila Salonen Philharmonia							needs_human_review	no		117	117	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
118	classical_atlas_118	Quatuor pour la fin du temps: Louange à l'Éternité de Jésus	Olivier Messiaen	Messiaen: Quartet for the End of Time	Tashi	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Messiaen Quartet End of Time Louange Tashi	Messiaen Quartet End of Time Louange Tashi							needs_human_review	no		118	118	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
119	classical_atlas_119	Le Marteau sans maître: Avant l'artisanat furieux	Pierre Boulez	Boulez: Le Marteau sans maître	Ensemble Intercontemporain, Pierre Boulez	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Boulez Le Marteau sans maître Ensemble Intercontemporain	Boulez Le Marteau sans maître Ensemble Intercontemporain							needs_human_review	no		119	119	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
120	classical_atlas_120	Gesang der Jünglinge	Karlheinz Stockhausen	Stockhausen: Electronic Music	Stockhausen	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Karlheinz Stockhausen Gesang der Junglinge	Karlheinz Stockhausen Gesang der Junglinge							needs_human_review	no		120	120	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
121	classical_atlas_121	Sonatas and Interludes: Sonata V	John Cage	Cage: Sonatas and Interludes	John Tilbury	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	John Cage Sonatas Interludes John Tilbury	John Cage Sonatas Interludes John Tilbury							needs_human_review	no		121	121	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
122	classical_atlas_122	4'33"	John Cage	Cage: 4'33"	Amadinda Percussion Group	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	John Cage 4'33 Amadinda	John Cage 4'33 Amadinda							needs_human_review	no		122	122	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
123	classical_atlas_123	Metastaseis	Iannis Xenakis	Xenakis: Orchestral Works	Arturo Tamayo, Luxembourg Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Xenakis Metastaseis Arturo Tamayo	Xenakis Metastaseis Arturo Tamayo							needs_human_review	no		123	123	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
124	classical_atlas_124	Atmosphères	György Ligeti	Ligeti: Orchestral Works	Jonathan Nott, Berlin Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Ligeti Atmospheres Jonathan Nott Berlin Philharmonic	Ligeti Atmospheres Jonathan Nott Berlin Philharmonic							needs_human_review	no		124	124	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
125	classical_atlas_125	Lux Aeterna	György Ligeti	Ligeti: Lux Aeterna	Eric Ericson Chamber Choir	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Ligeti Lux Aeterna Eric Ericson Chamber Choir	Ligeti Lux Aeterna Eric Ericson Chamber Choir							needs_human_review	no		125	125	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
126	classical_atlas_126	Threnody for the Victims of Hiroshima	Krzysztof Penderecki	Penderecki: Threnody	Antoni Wit, Polish National Radio Symphony	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Penderecki Threnody Antoni Wit	Penderecki Threnody Antoni Wit							needs_human_review	no		126	126	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
127	classical_atlas_127	Concerto for Orchestra: III. Passacaglia, Toccata e Corale	Witold Lutosławski	Lutosławski: Concerto for Orchestra	Witold Lutosławski, Warsaw Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Lutoslawski Concerto for Orchestra Warsaw Philharmonic	Lutoslawski Concerto for Orchestra Warsaw Philharmonic							needs_human_review	no		127	127	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
128	classical_atlas_128	War Requiem: Libera me	Benjamin Britten	Britten: War Requiem	Benjamin Britten, London Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Britten War Requiem Libera me Britten LSO	Britten War Requiem Libera me Britten LSO							needs_human_review	no		128	128	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
129	classical_atlas_129	November Steps	Tōru Takemitsu	Takemitsu: November Steps	Seiji Ozawa, Toronto Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Takemitsu November Steps Seiji Ozawa	Takemitsu November Steps Seiji Ozawa							needs_human_review	no		129	129	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
130	classical_atlas_130	Sinfonia: III. In ruhig fliessender Bewegung	Luciano Berio	Berio: Sinfonia	Pierre Boulez, New York Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Berio Sinfonia Boulez New York Philharmonic	Berio Sinfonia Boulez New York Philharmonic							needs_human_review	no		130	130	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
131	classical_atlas_131	Sequenza III	Luciano Berio	Berio: Sequenzas	Cathy Berberian	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Berio Sequenza III Cathy Berberian	Berio Sequenza III Cathy Berberian							needs_human_review	no		131	131	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
132	classical_atlas_132	Philomel	Milton Babbitt	Babbitt: Philomel	Bethany Beardslee	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Milton Babbitt Philomel Bethany Beardslee	Milton Babbitt Philomel Bethany Beardslee							needs_human_review	no		132	132	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
133	classical_atlas_133	Black Angels: Threnody I	George Crumb	Crumb: Black Angels	Kronos Quartet	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	George Crumb Black Angels Kronos Quartet	George Crumb Black Angels Kronos Quartet							needs_human_review	no		133	133	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
134	classical_atlas_134	Concerto Grosso No. 1: V. Rondo	Alfred Schnittke	Schnittke: Concerto Grosso No. 1	Gidon Kremer, Yuri Bashmet	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Schnittke Concerto Grosso 1 Gidon Kremer Bashmet	Schnittke Concerto Grosso 1 Gidon Kremer Bashmet							needs_human_review	no		134	134	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
135	classical_atlas_135	Offertorium	Sofia Gubaidulina	Gubaidulina: Offertorium	Gidon Kremer, Charles Dutoit	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Sofia Gubaidulina Offertorium Gidon Kremer Dutoit	Sofia Gubaidulina Offertorium Gidon Kremer Dutoit							needs_human_review	no		135	135	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
136	classical_atlas_136	Poème électronique	Edgard Varèse	Varèse: The Complete Works	Riccardo Chailly, Asko Ensemble	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Varese Poeme electronique Chailly Asko	Varese Poeme electronique Chailly Asko							needs_human_review	no		136	136	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
137	classical_atlas_137	In C	Terry Riley	In C	Shanghai Film Orchestra, Wang Yongji	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Terry Riley In C	Terry Riley In C							needs_human_review	no		137	137	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
138	classical_atlas_138	Clapping Music	Steve Reich	Reich: Works 1965-1995	Steve Reich and Musicians	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Steve Reich Clapping Music	Steve Reich Clapping Music							needs_human_review	no		138	138	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
139	classical_atlas_139	Music for 18 Musicians: Pulses	Steve Reich	Reich: Music for 18 Musicians	Steve Reich and Musicians	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Steve Reich Music for 18 Musicians Pulses	Steve Reich Music for 18 Musicians Pulses							needs_human_review	no		139	139	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
140	classical_atlas_140	Different Trains: America, Before the War	Steve Reich	Reich: Different Trains	Kronos Quartet	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Steve Reich Different Trains Kronos Quartet	Steve Reich Different Trains Kronos Quartet							needs_human_review	no		140	140	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
141	classical_atlas_141	Glassworks: Opening	Philip Glass	Glassworks	Philip Glass Ensemble	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Philip Glass Glassworks Opening	Philip Glass Glassworks Opening							needs_human_review	no		141	141	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
142	classical_atlas_142	Einstein on the Beach: Knee Play 1	Philip Glass	Einstein on the Beach	Philip Glass Ensemble	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Philip Glass Einstein on the Beach Knee Play 1	Philip Glass Einstein on the Beach Knee Play 1							needs_human_review	no		142	142	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
143	classical_atlas_143	Short Ride in a Fast Machine	John Adams	Adams: Short Ride in a Fast Machine	Michael Tilson Thomas, San Francisco Symphony	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	John Adams Short Ride in a Fast Machine Tilson Thomas	John Adams Short Ride in a Fast Machine Tilson Thomas							needs_human_review	no		143	143	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
144	classical_atlas_144	Harmonielehre: III. Meister Eckhardt and Quackie	John Adams	Adams: Harmonielehre	Simon Rattle, City of Birmingham Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	John Adams Harmonielehre Simon Rattle	John Adams Harmonielehre Simon Rattle							needs_human_review	no		144	144	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
145	classical_atlas_145	Nixon in China: The Chairman Dances	John Adams	Adams: The Chairman Dances	Edo de Waart, San Francisco Symphony	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	John Adams Chairman Dances Edo de Waart	John Adams Chairman Dances Edo de Waart							needs_human_review	no		145	145	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
146	classical_atlas_146	Spiegel im Spiegel	Arvo Pärt	Alina	Angela Yoffe, Vadim Gluzman	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Arvo Part Spiegel im Spiegel Angela Yoffe	Arvo Part Spiegel im Spiegel Angela Yoffe							needs_human_review	no		146	146	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
147	classical_atlas_147	Fratres	Arvo Pärt	Tabula Rasa	Gidon Kremer, Keith Jarrett	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Arvo Part Fratres Gidon Kremer Keith Jarrett	Arvo Part Fratres Gidon Kremer Keith Jarrett							needs_human_review	no		147	147	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
148	classical_atlas_148	Symphony No. 3: II. Lento e largo	Henryk Górecki	Górecki: Symphony No. 3	David Zinman, Dawn Upshaw	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Gorecki Symphony 3 Dawn Upshaw Zinman	Gorecki Symphony 3 Dawn Upshaw Zinman							needs_human_review	no		148	148	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
149	classical_atlas_149	De Staat: Part I	Louis Andriessen	Andriessen: De Staat	Reinbert de Leeuw, Schönberg Ensemble	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Andriessen De Staat Reinbert de Leeuw	Andriessen De Staat Reinbert de Leeuw							needs_human_review	no		149	149	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
150	classical_atlas_150	Dolmen Music: Overture	Meredith Monk	Dolmen Music	Meredith Monk	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Meredith Monk Dolmen Music Overture	Meredith Monk Dolmen Music Overture							needs_human_review	no		150	150	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
