row_id	chapter	period_range	genre_or_form	track_no	after_1900	composer	composer_zh	composer_western	composer_ipa	composer_wiki	work	recommended_recording	performers	search_keywords	strict_search_query	medium_search_query	fallback_search_query	playable_type	apple_search_keywords	difficulty	role
classical_atlas_079	05 Early Modernism	c. 1890-1918	ballet	079	yes	Erik Satie		Erik Satie	/ˈɛrɪk sæˈtiː/	https://en.wikipedia.org/wiki/Erik_Satie	Parade: Ragtime du paquebot	Satie: Parade	Louis Frémaux, City of Birmingham Symphony Orchestra	Satie Parade Ragtime du paquebot Fremaux	Erik Satie Parade: Ragtime du paquebot Louis Frémaux, City of Birmingham Symphony Orchestra	Erik Satie Parade: Ragtime du paquebot	Erik Satie Satie: Parade	audio_track	Satie Parade Ragtime du paquebot Fremaux	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_080	05 Early Modernism	c. 1890-1918	symphony	080	yes	Gustav Mahler		Gustav Mahler	/ˈɡʊstɑːv ˈmɑːlər/	https://en.wikipedia.org/wiki/Gustav_Mahler	Symphony No. 9: IV. Adagio	Mahler: Symphony No. 9	Claudio Abbado, Berliner Philharmoniker	Mahler Symphony 9 Adagio Abbado Berlin	Gustav Mahler Symphony No. 9: IV. Adagio Claudio Abbado, Berliner Philharmoniker	Gustav Mahler Symphony No. 9: IV. Adagio	Gustav Mahler Mahler: Symphony No. 9	audio_track	Mahler Symphony 9 Adagio Abbado Berlin	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_081	05 Early Modernism	c. 1890-1918	opera	081	yes	Richard Strauss		Richard Strauss	/ˈrɪtʃərd straʊs/	https://en.wikipedia.org/wiki/Richard_Strauss	Salome: Dance of the Seven Veils	Strauss: Salome	Georg Solti, Vienna Philharmonic	Strauss Salome Dance Seven Veils Solti Vienna	Richard Strauss Salome: Dance of the Seven Veils Georg Solti, Vienna Philharmonic	Richard Strauss Salome: Dance of the Seven Veils	Richard Strauss Strauss: Salome	audio_track	Strauss Salome Dance Seven Veils Solti Vienna	basic	Representative listening example for 05 Early Modernism.
classical_atlas_082	05 Early Modernism	c. 1890-1918	tone poem	082	yes	Alexander Scriabin		Alexander Scriabin	/skriˈɑːbɪn/	https://en.wikipedia.org/wiki/Alexander_Scriabin	Prometheus: The Poem of Fire	Scriabin: Prometheus	Riccardo Muti, Philadelphia Orchestra	Scriabin Prometheus Poem of Fire Muti Philadelphia	Alexander Scriabin Prometheus: The Poem of Fire Riccardo Muti, Philadelphia Orchestra	Alexander Scriabin Prometheus: The Poem of Fire	Alexander Scriabin Scriabin: Prometheus	audio_track	Scriabin Prometheus Poem of Fire Muti Philadelphia	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_083	05 Early Modernism	c. 1890-1918	orchestral work	083	yes	Charles Ives		Charles Ives	/tʃɑːrlz aɪvz/	https://en.wikipedia.org/wiki/Charles_Ives	The Unanswered Question	Ives: Orchestral Works	Leonard Bernstein, New York Philharmonic	Ives Unanswered Question Bernstein New York Philharmonic	Charles Ives The Unanswered Question Leonard Bernstein, New York Philharmonic	Charles Ives The Unanswered Question	Charles Ives Ives: Orchestral Works	audio_track	Ives Unanswered Question Bernstein New York Philharmonic	basic	Representative listening example for 05 Early Modernism.
classical_atlas_084	05 Early Modernism	c. 1890-1918	ballet	084	yes	Igor Stravinsky		Igor Stravinsky	/ˈiːɡɔːr strəˈvɪnski/	https://en.wikipedia.org/wiki/Igor_Stravinsky	The Firebird Suite: Finale	Stravinsky: The Firebird	Pierre Boulez, Chicago Symphony Orchestra	Stravinsky Firebird Finale Boulez Chicago	Igor Stravinsky The Firebird Suite: Finale Pierre Boulez, Chicago Symphony Orchestra	Igor Stravinsky The Firebird Suite: Finale	Igor Stravinsky Stravinsky: The Firebird	audio_track	Stravinsky Firebird Finale Boulez Chicago	basic	Representative listening example for 05 Early Modernism.
classical_atlas_085	05 Early Modernism	c. 1890-1918	ballet	085	yes	Igor Stravinsky		Igor Stravinsky	/ˈiːɡɔːr strəˈvɪnski/	https://en.wikipedia.org/wiki/Igor_Stravinsky	Petrushka: Russian Dance	Stravinsky: Petrushka	Simon Rattle, City of Birmingham Symphony Orchestra	Stravinsky Petrushka Russian Dance Simon Rattle	Igor Stravinsky Petrushka: Russian Dance Simon Rattle, City of Birmingham Symphony Orchestra	Igor Stravinsky Petrushka: Russian Dance	Igor Stravinsky Stravinsky: Petrushka	audio_track	Stravinsky Petrushka Russian Dance Simon Rattle	basic	Representative listening example for 05 Early Modernism.
classical_atlas_086	05 Early Modernism	c. 1890-1918	ballet	086	yes	Igor Stravinsky		Igor Stravinsky	/ˈiːɡɔːr strəˈvɪnski/	https://en.wikipedia.org/wiki/Igor_Stravinsky	The Rite of Spring: Augurs of Spring	Stravinsky: The Rite of Spring	Esa-Pekka Salonen, Los Angeles Philharmonic	Stravinsky Rite of Spring Salonen Los Angeles	Igor Stravinsky The Rite of Spring: Augurs of Spring Esa-Pekka Salonen, Los Angeles Philharmonic	Igor Stravinsky The Rite of Spring: Augurs of Spring	Igor Stravinsky Stravinsky: The Rite of Spring	audio_track	Stravinsky Rite of Spring Salonen Los Angeles	basic	Representative listening example for 05 Early Modernism.
classical_atlas_087	05 Early Modernism	c. 1890-1918	orchestral work	087	yes	Arnold Schoenberg		Arnold Schoenberg	/ˈɑːrnəld ˈʃoʊnbɜːrɡ/	https://en.wikipedia.org/wiki/Arnold_Schoenberg	Five Pieces for Orchestra, Op. 16: Farben	Schoenberg: Orchestral Works	Pierre Boulez, BBC Symphony Orchestra	Schoenberg Five Pieces Orchestra Farben Boulez	Arnold Schoenberg Five Pieces for Orchestra, Op. 16: Farben Pierre Boulez, BBC Symphony Orchestra	Arnold Schoenberg Five Pieces for Orchestra, Op. 16: Farben	Arnold Schoenberg Schoenberg: Orchestral Works	audio_track	Schoenberg Five Pieces Orchestra Farben Boulez	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_088	05 Early Modernism	c. 1890-1918	chamber music	088	yes	Arnold Schoenberg		Arnold Schoenberg	/ˈɑːrnəld ˈʃoʊnbɜːrɡ/	https://en.wikipedia.org/wiki/Arnold_Schoenberg	Pierrot lunaire: Mondestrunken	Schoenberg: Pierrot lunaire	Christine Schäfer, Pierre Boulez	Schoenberg Pierrot lunaire Mondestrunken Boulez Schafer	Arnold Schoenberg Pierrot lunaire: Mondestrunken Christine Schäfer, Pierre Boulez	Arnold Schoenberg Pierrot lunaire: Mondestrunken	Arnold Schoenberg Schoenberg: Pierrot lunaire	audio_track	Schoenberg Pierrot lunaire Mondestrunken Boulez Schafer	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_089	05 Early Modernism	c. 1890-1918	concerto	089	yes	Alban Berg		Alban Berg	/ˈɑːlbɑːn bɛərɡ/	https://en.wikipedia.org/wiki/Alban_Berg	Violin Concerto: I. Andante	Berg: Violin Concerto	Anne-Sophie Mutter, James Levine	Berg Violin Concerto Anne-Sophie Mutter Levine	Alban Berg Violin Concerto: I. Andante Anne-Sophie Mutter, James Levine	Alban Berg Violin Concerto: I. Andante	Alban Berg Berg: Violin Concerto	audio_track	Berg Violin Concerto Anne-Sophie Mutter Levine	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_090	05 Early Modernism	c. 1890-1918	string quartet	090	yes	Anton Webern		Anton Webern	/ˈæntɒn ˈveɪbərn/	https://en.wikipedia.org/wiki/Anton_Webern	Five Movements for String Quartet, Op. 5	Webern: Complete Works	Emerson String Quartet	Webern Five Movements String Quartet Emerson	Anton Webern Five Movements for String Quartet, Op. 5 Emerson String Quartet	Anton Webern Five Movements for String Quartet, Op. 5	Anton Webern Webern: Complete Works	audio_track	Webern Five Movements String Quartet Emerson	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_091	05 Early Modernism	c. 1890-1918	chamber music	091	yes	Béla Bartók		Béla Bartók	/ˈbeɪlə ˈbɑːrtɒk/	https://en.wikipedia.org/wiki/B%C3%A9la_Bart%C3%B3k	Music for Strings, Percussion and Celesta: I. Andante tranquillo	Bartók: Orchestral Works	Georg Solti, Chicago Symphony Orchestra	Bartok Music Strings Percussion Celesta Solti	Béla Bartók Music for Strings, Percussion and Celesta: I. Andante tranquillo Georg Solti, Chicago Symphony Orchestra	Béla Bartók Music for Strings, Percussion and Celesta: I. Andante tranquillo	Béla Bartók Bartók: Orchestral Works	audio_track	Bartok Music Strings Percussion Celesta Solti	basic	Representative listening example for 05 Early Modernism.
classical_atlas_092	05 Early Modernism	c. 1890-1918	concerto	092	yes	Béla Bartók		Béla Bartók	/ˈbeɪlə ˈbɑːrtɒk/	https://en.wikipedia.org/wiki/B%C3%A9la_Bart%C3%B3k	Concerto for Orchestra: IV. Intermezzo interrotto	Bartók: Concerto for Orchestra	Fritz Reiner, Chicago Symphony Orchestra	Bartok Concerto for Orchestra Reiner Chicago	Béla Bartók Concerto for Orchestra: IV. Intermezzo interrotto Fritz Reiner, Chicago Symphony Orchestra	Béla Bartók Concerto for Orchestra: IV. Intermezzo interrotto	Béla Bartók Bartók: Concerto for Orchestra	audio_track	Bartok Concerto for Orchestra Reiner Chicago	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_093	05 Early Modernism	c. 1890-1918	orchestral work	093	yes	Gustav Holst		Gustav Holst	/ˈɡʊstɑːv hoʊlst/	https://en.wikipedia.org/wiki/Gustav_Holst	The Planets: Mars	The Planets	Adrian Boult, London Philharmonic Orchestra	Holst Planets Mars Adrian Boult	Gustav Holst The Planets: Mars Adrian Boult, London Philharmonic Orchestra	Gustav Holst The Planets: Mars	Gustav Holst The Planets	audio_track	Holst Planets Mars Adrian Boult	basic	Representative listening example for 05 Early Modernism.
classical_atlas_094	05 Early Modernism	c. 1890-1918	orchestral work	094	yes	Gustav Holst		Gustav Holst	/ˈɡʊstɑːv hoʊlst/	https://en.wikipedia.org/wiki/Gustav_Holst	The Planets: Jupiter	The Planets	Adrian Boult, London Philharmonic Orchestra	Holst Planets Jupiter Adrian Boult	Gustav Holst The Planets: Jupiter Adrian Boult, London Philharmonic Orchestra	Gustav Holst The Planets: Jupiter	Gustav Holst The Planets	audio_track	Holst Planets Jupiter Adrian Boult	basic	Representative listening example for 05 Early Modernism.
classical_atlas_095	05 Early Modernism	c. 1890-1918	symphony	095	yes	Leoš Janáček		Leoš Janáček	/ˈleɪoʊʃ jəˈnɑːtʃɛk/	https://en.wikipedia.org/wiki/Leos_Janacek	Sinfonietta: I. Allegretto	Janáček: Sinfonietta	Charles Mackerras, Czech Philharmonic	Janacek Sinfonietta Mackerras Czech Philharmonic	Leoš Janáček Sinfonietta: I. Allegretto Charles Mackerras, Czech Philharmonic	Leoš Janáček Sinfonietta: I. Allegretto	Leoš Janáček Janáček: Sinfonietta	audio_track	Janacek Sinfonietta Mackerras Czech Philharmonic	advanced	Representative listening example for 05 Early Modernism.
classical_atlas_096	05 Early Modernism	c. 1890-1918	ballet	096	yes	Manuel de Falla		Manuel de Falla	/mænˈwɛl deɪ ˈfaɪjə/	https://en.wikipedia.org/wiki/Manuel_de_Falla	El amor brujo: Ritual Fire Dance	Falla: El amor brujo	Ernest Ansermet, Suisse Romande Orchestra	Falla Ritual Fire Dance Ansermet	Manuel de Falla El amor brujo: Ritual Fire Dance Ernest Ansermet, Suisse Romande Orchestra	Manuel de Falla El amor brujo: Ritual Fire Dance	Manuel de Falla Falla: El amor brujo	audio_track	Falla Ritual Fire Dance Ansermet	basic	Representative listening example for 05 Early Modernism.
classical_atlas_097	06 Interwar Modernism and New Media	c. 1918-1945	symphony	097	yes	Sergei Prokofiev		Sergei Prokofiev	/sərˈɡeɪ proʊˈkɒfiɛf/	https://en.wikipedia.org/wiki/Sergei_Prokofiev	Symphony No. 1 "Classical": I. Allegro	Prokofiev: Classical Symphony	Claudio Abbado, London Symphony Orchestra	Prokofiev Classical Symphony Abbado LSO	Sergei Prokofiev Symphony No. 1 "Classical": I. Allegro Claudio Abbado, London Symphony Orchestra	Sergei Prokofiev Symphony No. 1 "Classical": I. Allegro	Sergei Prokofiev Prokofiev: Classical Symphony	audio_track	Prokofiev Classical Symphony Abbado LSO	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_098	06 Interwar Modernism and New Media	c. 1918-1945	ballet	098	yes	Sergei Prokofiev		Sergei Prokofiev	/sərˈɡeɪ proʊˈkɒfiɛf/	https://en.wikipedia.org/wiki/Sergei_Prokofiev	Romeo and Juliet: Dance of the Knights	Prokofiev: Romeo and Juliet	Valery Gergiev, London Symphony Orchestra	Prokofiev Romeo Juliet Dance Knights Gergiev	Sergei Prokofiev Romeo and Juliet: Dance of the Knights Valery Gergiev, London Symphony Orchestra	Sergei Prokofiev Romeo and Juliet: Dance of the Knights	Sergei Prokofiev Prokofiev: Romeo and Juliet	audio_track	Prokofiev Romeo Juliet Dance Knights Gergiev	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_099	06 Interwar Modernism and New Media	c. 1918-1945	concerto	099	yes	Sergei Prokofiev		Sergei Prokofiev	/sərˈɡeɪ proʊˈkɒfiɛf/	https://en.wikipedia.org/wiki/Sergei_Prokofiev	Piano Concerto No. 3: I. Andante - Allegro	Prokofiev: Piano Concerto No. 3	Martha Argerich, Claudio Abbado	Prokofiev Piano Concerto 3 Argerich Abbado	Sergei Prokofiev Piano Concerto No. 3: I. Andante - Allegro Martha Argerich, Claudio Abbado	Sergei Prokofiev Piano Concerto No. 3: I. Andante - Allegro	Sergei Prokofiev Prokofiev: Piano Concerto No. 3	audio_track	Prokofiev Piano Concerto 3 Argerich Abbado	advanced	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_100	06 Interwar Modernism and New Media	c. 1918-1945	symphony	100	yes	Dmitri Shostakovich		Dmitri Shostakovich	/ˈdmiːtri ˌʃɒstəˈkoʊvɪtʃ/	https://en.wikipedia.org/wiki/Dmitri_Shostakovich	Symphony No. 5: IV. Allegro non troppo	Shostakovich: Symphony No. 5	Yevgeny Mravinsky, Leningrad Philharmonic	Shostakovich Symphony 5 Mravinsky Leningrad	Dmitri Shostakovich Symphony No. 5: IV. Allegro non troppo Yevgeny Mravinsky, Leningrad Philharmonic	Dmitri Shostakovich Symphony No. 5: IV. Allegro non troppo	Dmitri Shostakovich Shostakovich: Symphony No. 5	audio_track	Shostakovich Symphony 5 Mravinsky Leningrad	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_101	06 Interwar Modernism and New Media	c. 1918-1945	orchestral work	101	yes	Dmitri Shostakovich		Dmitri Shostakovich	/ˈdmiːtri ˌʃɒstəˈkoʊvɪtʃ/	https://en.wikipedia.org/wiki/Dmitri_Shostakovich	Jazz Suite No. 2: Waltz II	Shostakovich: Jazz Suites	Riccardo Chailly, Royal Concertgebouw Orchestra	Shostakovich Waltz 2 Chailly Concertgebouw	Dmitri Shostakovich Jazz Suite No. 2: Waltz II Riccardo Chailly, Royal Concertgebouw Orchestra	Dmitri Shostakovich Jazz Suite No. 2: Waltz II	Dmitri Shostakovich Shostakovich: Jazz Suites	audio_track	Shostakovich Waltz 2 Chailly Concertgebouw	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_102	06 Interwar Modernism and New Media	c. 1918-1945	symphony	102	yes	Paul Hindemith		Paul Hindemith	/ˈpaʊl ˈhɪndəmɪt/	https://en.wikipedia.org/wiki/Paul_Hindemith	Symphony Mathis der Maler: Engelkonzert	Hindemith: Mathis der Maler	Herbert Blomstedt, San Francisco Symphony	Hindemith Mathis der Maler Blomstedt San Francisco	Paul Hindemith Symphony Mathis der Maler: Engelkonzert Herbert Blomstedt, San Francisco Symphony	Paul Hindemith Symphony Mathis der Maler: Engelkonzert	Paul Hindemith Hindemith: Mathis der Maler	audio_track	Hindemith Mathis der Maler Blomstedt San Francisco	advanced	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_103	06 Interwar Modernism and New Media	c. 1918-1945	concerto	103	yes	Francis Poulenc		Francis Poulenc	/ˈfrɑːnsɪs puːˈlɛŋk/	https://en.wikipedia.org/wiki/Francis_Poulenc	Concert champêtre: I. Allegro molto	Poulenc: Concert champêtre	Aimée van de Wiele, Georges Prêtre	Poulenc Concert champetre Aimee van de Wiele	Francis Poulenc Concert champêtre: I. Allegro molto Aimée van de Wiele, Georges Prêtre	Francis Poulenc Concert champêtre: I. Allegro molto	Francis Poulenc Poulenc: Concert champêtre	audio_track	Poulenc Concert champetre Aimee van de Wiele	advanced	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_104	06 Interwar Modernism and New Media	c. 1918-1945	ballet	104	yes	Darius Milhaud		Darius Milhaud	/dəˈriːəs miːˈjoʊ/	https://en.wikipedia.org/wiki/Darius_Milhaud	La création du monde	Milhaud: La création du monde	Leonard Bernstein, Orchestre National de France	Milhaud Creation du monde Bernstein	Darius Milhaud La création du monde Leonard Bernstein, Orchestre National de France	Darius Milhaud La création du monde	Darius Milhaud Milhaud: La création du monde	audio_track	Milhaud Creation du monde Bernstein	advanced	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_105	06 Interwar Modernism and New Media	c. 1918-1945	concerto	105	yes	George Gershwin		George Gershwin	/ˈdʒɔːrdʒ ˈɡɜːrʃwɪn/	https://en.wikipedia.org/wiki/George_Gershwin	Rhapsody in Blue	Gershwin: Rhapsody in Blue	Leonard Bernstein, Columbia Symphony Orchestra	Gershwin Rhapsody in Blue Bernstein Columbia	George Gershwin Rhapsody in Blue Leonard Bernstein, Columbia Symphony Orchestra	George Gershwin Rhapsody in Blue	George Gershwin Gershwin: Rhapsody in Blue	audio_track	Gershwin Rhapsody in Blue Bernstein Columbia	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_106	06 Interwar Modernism and New Media	c. 1918-1945	tone poem	106	yes	George Gershwin		George Gershwin	/ˈdʒɔːrdʒ ˈɡɜːrʃwɪn/	https://en.wikipedia.org/wiki/George_Gershwin	An American in Paris	Gershwin: An American in Paris	André Previn, London Symphony Orchestra	Gershwin American in Paris Previn LSO	George Gershwin An American in Paris André Previn, London Symphony Orchestra	George Gershwin An American in Paris	George Gershwin Gershwin: An American in Paris	audio_track	Gershwin American in Paris Previn LSO	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_107	06 Interwar Modernism and New Media	c. 1918-1945	ballet	107	yes	Aaron Copland		Aaron Copland	/ˈɛərən ˈkoʊplənd/	https://en.wikipedia.org/wiki/Aaron_Copland	Appalachian Spring: Simple Gifts	Copland: Appalachian Spring	Leonard Bernstein, New York Philharmonic	Copland Appalachian Spring Simple Gifts Bernstein	Aaron Copland Appalachian Spring: Simple Gifts Leonard Bernstein, New York Philharmonic	Aaron Copland Appalachian Spring: Simple Gifts	Aaron Copland Copland: Appalachian Spring	audio_track	Copland Appalachian Spring Simple Gifts Bernstein	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_108	06 Interwar Modernism and New Media	c. 1918-1945	ballet	108	yes	Aaron Copland		Aaron Copland	/ˈɛərən ˈkoʊplənd/	https://en.wikipedia.org/wiki/Aaron_Copland	Billy the Kid: Open Prairie	Copland: Billy the Kid	Leonard Bernstein, New York Philharmonic	Copland Billy the Kid Open Prairie Bernstein	Aaron Copland Billy the Kid: Open Prairie Leonard Bernstein, New York Philharmonic	Aaron Copland Billy the Kid: Open Prairie	Aaron Copland Copland: Billy the Kid	audio_track	Copland Billy the Kid Open Prairie Bernstein	advanced	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_109	06 Interwar Modernism and New Media	c. 1918-1945	vocal work	109	yes	Kurt Weill		Kurt Weill	/kʊrt vaɪl/	https://en.wikipedia.org/wiki/Kurt_Weill	Die Dreigroschenoper: Mack the Knife	Weill: Threepenny Opera	Ute Lemper	Kurt Weill Mack the Knife Ute Lemper	Kurt Weill Die Dreigroschenoper: Mack the Knife Ute Lemper	Kurt Weill Die Dreigroschenoper: Mack the Knife	Kurt Weill Weill: Threepenny Opera	audio_track	Kurt Weill Mack the Knife Ute Lemper	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_110	06 Interwar Modernism and New Media	c. 1918-1945	symphony	110	yes	Florence Price		Florence Price	/ˈflɔːrəns praɪs/	https://en.wikipedia.org/wiki/Florence_Price	Symphony No. 1: III. Juba Dance	Price: Symphonies	John Jeter, Fort Smith Symphony	Florence Price Symphony 1 Juba John Jeter	Florence Price Symphony No. 1: III. Juba Dance John Jeter, Fort Smith Symphony	Florence Price Symphony No. 1: III. Juba Dance	Florence Price Price: Symphonies	audio_track	Florence Price Symphony 1 Juba John Jeter	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_111	06 Interwar Modernism and New Media	c. 1918-1945	symphony	111	yes	William Grant Still		William Grant Still	/ˈwɪljəm ɡrænt stɪl/	https://en.wikipedia.org/wiki/William_Grant_Still	Symphony No. 1 "Afro-American": I. Moderato assai	Still: Afro-American Symphony	Neeme Järvi, Detroit Symphony Orchestra	William Grant Still Afro-American Symphony Jarvi Detroit	William Grant Still Symphony No. 1 "Afro-American": I. Moderato assai Neeme Järvi, Detroit Symphony Orchestra	William Grant Still Symphony No. 1 "Afro-American": I. Moderato assai	William Grant Still Still: Afro-American Symphony	audio_track	William Grant Still Afro-American Symphony Jarvi Detroit	advanced	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_112	06 Interwar Modernism and New Media	c. 1918-1945	film score	112	yes	Erich Wolfgang Korngold		Erich Wolfgang Korngold	/ˈɛrɪk ˈwʊlfɡæŋ ˈkɔːrnɡoʊld/	https://en.wikipedia.org/wiki/Erich_Wolfgang_Korngold	Kings Row: Main Title	Korngold: The Sea Hawk and Other Film Scores	Charles Gerhardt, National Philharmonic	Korngold Kings Row Main Title Charles Gerhardt	Erich Wolfgang Korngold Kings Row: Main Title Charles Gerhardt, National Philharmonic	Erich Wolfgang Korngold Kings Row: Main Title	Erich Wolfgang Korngold Korngold: The Sea Hawk and Other Film Scores	audio_track	Korngold Kings Row Main Title Charles Gerhardt	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_113	06 Interwar Modernism and New Media	c. 1918-1945	chamber music	113	yes	Samuel Barber		Samuel Barber	/ˈsæmjuəl ˈbɑːrbər/	https://en.wikipedia.org/wiki/Samuel_Barber	Adagio for Strings, Op. 11	Barber: Adagio for Strings	Leonard Bernstein, New York Philharmonic	Barber Adagio for Strings Bernstein New York Philharmonic	Samuel Barber Adagio for Strings, Op. 11 Leonard Bernstein, New York Philharmonic	Samuel Barber Adagio for Strings, Op. 11	Samuel Barber Barber: Adagio for Strings	audio_track	Barber Adagio for Strings Bernstein New York Philharmonic	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_114	06 Interwar Modernism and New Media	c. 1918-1945	symphony	114	yes	Benjamin Britten		Benjamin Britten	/ˈbɛndʒəmɪn ˈbrɪtən/	https://en.wikipedia.org/wiki/Benjamin_Britten	Simple Symphony: Playful Pizzicato	Britten: Simple Symphony	English Chamber Orchestra, Benjamin Britten	Britten Simple Symphony Playful Pizzicato	Benjamin Britten Simple Symphony: Playful Pizzicato English Chamber Orchestra, Benjamin Britten	Benjamin Britten Simple Symphony: Playful Pizzicato	Benjamin Britten Britten: Simple Symphony	audio_track	Britten Simple Symphony Playful Pizzicato	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_115	06 Interwar Modernism and New Media	c. 1918-1945	oratorio	115	yes	Carl Orff		Carl Orff	/kɑːrl ɔːrf/	https://en.wikipedia.org/wiki/Carl_Orff	Carmina Burana: O Fortuna	Orff: Carmina Burana	Eugen Jochum, Chor und Orchester der Deutschen Oper Berlin	Orff Carmina Burana O Fortuna Jochum	Carl Orff Carmina Burana: O Fortuna Eugen Jochum, Chor und Orchester der Deutschen Oper Berlin	Carl Orff Carmina Burana: O Fortuna	Carl Orff Orff: Carmina Burana	audio_track	Orff Carmina Burana O Fortuna Jochum	basic	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_116	06 Interwar Modernism and New Media	c. 1918-1945	tone poem	116	yes	Silvestre Revueltas		Silvestre Revueltas	/sɪlˈvɛstreɪ rɛˈvwɛltəs/	https://en.wikipedia.org/wiki/Silvestre_Revueltas	Sensemayá	Revueltas: Sensemayá	Esa-Pekka Salonen, Los Angeles Philharmonic	Revueltas Sensemaya Salonen Los Angeles	Silvestre Revueltas Sensemayá Esa-Pekka Salonen, Los Angeles Philharmonic	Silvestre Revueltas Sensemayá	Silvestre Revueltas Revueltas: Sensemayá	audio_track	Revueltas Sensemaya Salonen Los Angeles	advanced	Representative listening example for 06 Interwar Modernism and New Media.
classical_atlas_117	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	symphony	117	yes	Olivier Messiaen		Olivier Messiaen	/ˌɒlɪviˈeɪ mɛˈsjɑːn/	https://en.wikipedia.org/wiki/Olivier_Messiaen	Turangalîla-Symphonie: V. Joie du sang des étoiles	Messiaen: Turangalîla-Symphonie	Esa-Pekka Salonen, Philharmonia Orchestra	Messiaen Turangalila Salonen Philharmonia	Olivier Messiaen Turangalîla-Symphonie: V. Joie du sang des étoiles Esa-Pekka Salonen, Philharmonia Orchestra	Olivier Messiaen Turangalîla-Symphonie: V. Joie du sang des étoiles	Olivier Messiaen Messiaen: Turangalîla-Symphonie	audio_track	Messiaen Turangalila Salonen Philharmonia	basic	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_118	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	chamber music	118	yes	Olivier Messiaen		Olivier Messiaen	/ˌɒlɪviˈeɪ mɛˈsjɑːn/	https://en.wikipedia.org/wiki/Olivier_Messiaen	Quatuor pour la fin du temps: Louange à l'Éternité de Jésus	Messiaen: Quartet for the End of Time	Tashi	Messiaen Quartet End of Time Louange Tashi	Olivier Messiaen Quatuor pour la fin du temps: Louange à l'Éternité de Jésus Tashi	Olivier Messiaen Quatuor pour la fin du temps: Louange à l'Éternité de Jésus	Olivier Messiaen Messiaen: Quartet for the End of Time	audio_track	Messiaen Quartet End of Time Louange Tashi	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_119	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	chamber music	119	yes	Pierre Boulez		Pierre Boulez	/pjɛər buːˈlɛz/	https://en.wikipedia.org/wiki/Pierre_Boulez	Le Marteau sans maître: Avant l'artisanat furieux	Boulez: Le Marteau sans maître	Ensemble Intercontemporain, Pierre Boulez	Boulez Le Marteau sans maître Ensemble Intercontemporain	Pierre Boulez Le Marteau sans maître: Avant l'artisanat furieux Ensemble Intercontemporain, Pierre Boulez	Pierre Boulez Le Marteau sans maître: Avant l'artisanat furieux	Pierre Boulez Boulez: Le Marteau sans maître	audio_track	Boulez Le Marteau sans maître Ensemble Intercontemporain	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_120	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	electronic music	120	yes	Karlheinz Stockhausen		Karlheinz Stockhausen	/ˈkɑːrlhaɪnts ˈʃtɒkhaʊzən/	https://en.wikipedia.org/wiki/Karlheinz_Stockhausen	Gesang der Jünglinge	Stockhausen: Electronic Music	Stockhausen	Karlheinz Stockhausen Gesang der Junglinge	Karlheinz Stockhausen Gesang der Jünglinge Stockhausen	Karlheinz Stockhausen Gesang der Jünglinge	Karlheinz Stockhausen Stockhausen: Electronic Music	audio_track	Karlheinz Stockhausen Gesang der Junglinge	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
